studiengang,hochschule,modul_id,modulname,satz_nr,satz,typ,taxonomie,konfidenz,split
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1323,Quality Management (IBT),1,Die Studierenden sollen nach einer Einführung in das Thema Qualitätsmanagement vor allem dessen Umsetzung durch die „Good Manufacturing Practice“ (GMP) vermittelt bekommen.,I,,0.70,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1323,Quality Management (IBT),2,"Ziel ist es, initiale Kenntnisse über GMP von der Produktentwicklung über die Produktion bis zur Marktzulassung zu erlangen",K,1,0.70,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1323,Quality Management (IBT),3,"Die Studierenden werden befähigt, eine Thematik aus dem Gebiet der Qualitätssicherung, der Zulassung bzw. der für die Herstellung von Kosmetika und Medizinprodukten maßgeblichen Regelwerke selbständig zu bearbeiten.",K,3,0.70,test
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1323,Quality Management (IBT),4,"Sie werden befähigt, eine strukturierte Quellenrecherche zu betreiben.",K,3,0.80,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1323,Quality Management (IBT),5,"Gemäß dem regulatorisch vorgegebenen Anspruch, ein Produkt nach dem Stand von Wissenschaft und Technik herzustellen und nach vorgegebenen Qualitätsstandards zu prüfen, erlernen sie den Stand der Wissenschaft und Technik an Hand von Originalarbeiten zu beschreiben. [Wissen, 6]",K,2,0.70,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1323,Quality Management (IBT),6,"Die Studierenden werden befähigt, Problemstellungen klar herauszuarbeiten, die geeignete Vorgehensweise zur Problembearbeitung auszuwählen und die Auswahl zu begründen, die Daten nach strukturierten, qualitätsgesicherten Prinzipien zu sammeln, zu verdichten und zu analysieren sowie zu diskutieren.",K,5,0.80,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1323,Quality Management (IBT),7,"Sie erlernen die Erstellung einer Zusammenfassung und die Erarbeitung von Literaturverzeichnissen. [Systemische Fertigkeiten, 6]",K,2,0.80,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1323,Quality Management (IBT),8,"Die Thematik wird im Team bearbeitet und das erarbeitete Ergebnis präsentiert und diskutiert. [Team-/Führungsfähigkeit, 6]",S,,0.60,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1323,Quality Management (IBT),9,"Die Studierenden im Bereich QM für Kosmetik und Medizinprodukte planen und organisieren eigene Arbeitsabläufe selbständig und eigenverantwortlich unter fachlichen und zeitökonomischen Gesichtspunkten. [Eigenständigkeit/Verantwortung, 6]",K,6,0.70,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1323,Quality Management (IBT),10,Die Studierenden sind in der Lage entsprechende Dokumentationsunterlagen zu beurteilen.,K,5,0.90,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1323,Quality Management (IBT),11,sind vertraut mit den theoretischen Grundlagen des Qualitätsmanagements und können die Verbindungen zwischen Qualitätsmanagement und GCP/GMP/GQP/GLP/GVP ziehen.,K,4,0.70,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1323,Quality Management (IBT),12,"haben einen Überblick über die Unterschiede der Qualitätsmanagementsysteme in den USA, der EU und können deren Auswirkungen auf eine Produktion in Deutschland einschätzen.",K,5,0.80,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5131,Data Science,1,"Datenanalysetechniken, wie z.B. Datenbereinigung, -transformation und -visualisierung, zu verstehen und anzuwenden.",K,3,0.80,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5131,Data Science,2,"Statistische Methoden zur Analyse von Daten einzusetzen, einschließlich Hypothesentests, Regressionsanalyse und explorativer Datenanalyse.",K,3,0.80,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5131,Data Science,3,"Datenanalysetools und Programmiersprachen wie R, GNU Octave oder Python effektiv einzusetzen.",K,3,0.90,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5131,Data Science,4,Ergebnisse der Datenanalyse zu interpretieren und daraus fundierte Entscheidungen abzuleiten.,K,5,0.80,test
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5131,Data Science,5,Die Bearbeitung von Projektaufgaben einzeln und im Team erfordert die Anwendung früher erworbenen Fachkenntnisse und Erschließung neuer Sachverhalte im Sinne des forschenden Lernens.,I,,0.60,test
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5131,Data Science,6,Kommunikative Fähigkeiten werden durch die Vorstellung von Arbeitsergebnissen vor den Kursmitgliedern erworben.,I,,0.60,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5101,Laboratory for ERP and MES systems,1,Anforderungen an ein ERP und MES System zu definieren,K,6,0.80,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5101,Laboratory for ERP and MES systems,2,"Die Funktionen, dessen Einsatz und den Nutzen von MES und ERP Systemen zu benennen",K,1,0.90,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5101,Laboratory for ERP and MES systems,3,Ausgewählte MES und ERP Systeme und bedienen,K,3,0.70,test
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5101,Laboratory for ERP and MES systems,4,Die Komplexität der Einführung und des Betriebs von ERP und MES Systemen abschätzen zu können,K,5,0.80,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5101,Laboratory for ERP and MES systems,1,Mit einem erfolgreichen Abschluss des Moduls demonstrieren die Studierenden umfassende Kenntnisse über die Führung von Unternehmen aus der Perspektive des Topmanagements.,K,1,0.70,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5101,Laboratory for ERP and MES systems,2,"Auf der Grundlage dieser Qualifikation sind die Studierenden in der Lage, Managementansätze zu beschreiben, fallspezifisch auszuwählen und Empfehlungen zur Aufgabenerfüllung des Topmanagements zu formulieren.",K,6,0.70,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5101,Laboratory for ERP and MES systems,3,"Ihnen ist es dabei insbesondere möglich, die Argumentationsrationalität von Entscheidungen im Kontext des strategischen Managements zu beurteilen und zu verbessern.",K,5,0.80,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5101,Laboratory for ERP and MES systems,4,Die theoretische Vermittlung von Führungskompetenz wird über Fallstudien und Diskussionen verstärkt.,I,,0.90,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5101,Laboratory for ERP and MES systems,5,Darüber hinaus differenzieren die Studierenden die ökonomischen und rechtlichen Aspekte verantwortlichen Führens.,K,4,0.80,test
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5101,Laboratory for ERP and MES systems,6,"Sie identifizieren die Kernprobleme der vorgestellten Corporate Governance-Systeme und analysieren mögliche Zusammenhänge zwischen Corporate Governance, Compliance Management und dem Unternehmenserfolg.",K,4,0.90,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5101,Laboratory for ERP and MES systems,7,Dabei kennen die Studierenden wesentliche Ansätze in der Gestaltung von Unternehmen.,K,1,0.90,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5101,Laboratory for ERP and MES systems,8,"Sie entwickeln Führungskompetenz im Spannungsfeld von Ökonomie, Recht und Ethik bei unternehmerischen Entscheidungen.",K,6,0.60,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET552,Project 1,1,aufgabenspezifische Fertigkeiten und Kenntnisse selbständig zu erwerben.,K,3,0.70,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET552,Project 1,2,typische Aufgabenstellungen aus dem Bereich der Elektrotechnik und Informationstechnik sowie für MWI aus dem Bereich des Wirtschaftsingenieurwesens selbständig zu lösen.,K,3,0.90,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET552,Project 1,3,"Selbstorganisation, Projektorganisation und -dokumentation (mündlich und schriftlich) erfolgreich durchzuführen.",K,3,0.80,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET552,Project 1,4,in Gruppen zu arbeiten.,K,3,0.70,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET552,Project 1,5,wissenschaftliche Beiträge zu verfassen.,K,6,0.70,test
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5039,Strategische Planung,1,auf der Grundlage eines vertieften Wissens in den Bereichen strategische Unternehmensprozesse und Produktentstehungsprozesse sowie Methodenwissen in der Strategischen Planung das Produkt- und Dienstleistungsspektrum eines fiktiven Unternehmens und seine Kernkompetenzen an der Stellung des Unternehmens im Markt auszurichten.,K,6,0.80,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5039,Strategische Planung,2,"am Beispiel einer Planung den konstruktiven Entwicklungsprozess zu strukturieren und umzusetzen und dabei − Kreativitätstechniken einschließlich Design Thinking, − Entscheidungsfindungen sowie systematisches Bewerten unter Berücksichtigung des technischen, wirtschaftlichen und gesetzlichen Rahmens (z.B. Normen, Patentsituation, gesetzliche Rahmenbedingungen, CE-Anforderungen sowie Sicherheitsanforderungen) anzuwenden und − die entwickelten Lösungsansätze zielgruppenorientiert zu artikulieren und zu verteidigen.",K,6,0.80,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET511,"Monitoring, Diagnosis and Risk Analysis of Technical Processes",1,"Die Teilnehmenden sind in der Lage, die Überwachung und Diagnose technischer Prozesse durchzuführen und deren Einsatzpotentiale in der industriellen Automatisierungstechnik zu beurteilen.",K,5,0.80,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5100,Production management,1,Basierend auf den produktionstechnischen Grundlagen Lösungen für betriebswirtschaftliche Entscheidungsprobleme zu erarbeiten,K,6,0.70,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5100,Production management,2,Methoden des Operations Research zielgerichtet anzuwenden,K,3,0.90,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5100,Production management,3,Produktfeld-Markt-Kombinationen zu bestimmen,K,3,0.70,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5100,Production management,4,Operative Produktionsprogramme ermitteln,K,3,0.70,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5100,Production management,1,"Die Studierenden werden befähigt, in berufsbezogenen Situationen des unternehmensbezogenen und unternehmensübergreifenden Supply Chain Management schwierige Verhandlungssituationen im Sinne einer Win-Win-Strategie zielorientiert zu führen.",K,3,0.80,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5100,Production management,2,"Die Studierenden lernen, auch interdisziplinäre und interkulturelle Konfliktsituationen zu erkennen, präventive Maßnahmen zu ergreifen und bestehende Konflikte zu lösen.",K,4,0.70,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5100,Production management,3,Die Studierenden vertiefen ihre Schlüsselqualifikationen hinsichtlich interkultureller Kommunikation.,K,3,0.60,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5100,Production management,4,Sie lernen Kommunikationsmodelle kennen und bauen ihre persönliche interkulturelle Kompetenz aus.,K,1,0.60,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5100,Production management,5,Dies wird vor dem Hintergrund einer New Work immer bedeutsamer.,S,,0.90,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET553,Project 2,1,aufgabenspezifische Fertigkeiten und Kenntnisse selbständig zu erwerben.,K,3,0.70,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET553,Project 2,2,typische Aufgabenstellungen aus dem Bereich der Elektrotechnik und Informationstechnik sowie für MWI aus dem Bereich des Wirtschaftsingenieurwesens selbständig zu lösen,K,3,0.80,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET553,Project 2,3,"Selbstorganisation, Projektorganisation und -dokumentation (mündlich und schriftlich) erfolgreich durchzuführen.",K,3,0.80,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET553,Project 2,4,in Gruppen zu arbeiten.,K,3,0.70,test
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET553,Project 2,5,wissenschaftliche Beiträge zu verfassen.,K,6,0.70,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5102,Graduation Module,1,"Die Studierende* soll durch die erworbenen Fähigkeiten und Methoden im Studium zeigen, dass sie unter Anleitung eines oder mehrerer Betreuer qualifizierte Problemstellungen aus dem Bereich des Wirtschaftsingenieurwesens selbständig bearbeiten kann.",K,3,0.70,train
Wirtschaftsingenieurwesen (M.Sc.),Hochschule Fulda,ET5102,Graduation Module,2,Dabei sollen Lösungswege und Ergebnisse sowohl schriftlich als auch mündlich dargestellt und vertreten werden.,K,2,0.70,train
Maschinenbau (B.Sc.),TH Mittelhessen,B0010,Mathematik 1,1,Die Studierenden können mit reellen und komplexen Zahlen umgehen Gleichungen auflösen und Funktionen anwenden Gleichungssysteme lösen,,,,
Maschinenbau (B.Sc.),TH Mittelhessen,B0010,Mathematik 1,2,Die Studierenden können einfache mathematische Fragestellungen in Gruppen kooperativ lösen,,,,
Maschinenbau (B.Sc.),TH Mittelhessen,B0010,Mathematik 1,3,Die Studierenden können ihre mathematischen Fähigkeiten beurteilen ihren Lernfortschritt in Mathematik reflektieren und ihr Lernverhalten entsprechend anpassen,,,,
Maschinenbau (B.Sc.),TH Mittelhessen,B0011,Mathematik 2,1,"Funktionen differenzieren und integrieren ihre vertieften Kenntnisse der Analysis, insbesondere im Bereich der Differential- und Integralrechnung, anwenden und sind in der Lage, die entsprechenden mathematischen Techniken in unterschiedlichsten Anwendungsbereichen einzusetzen. gewöhnliche Differentialgleichung lösen",,,,
Maschinenbau (B.Sc.),TH Mittelhessen,B0011,Mathematik 2,2,"Die Studierenden können auch kompliziertere Aspekte ingenieurtechnischer Sachverhalte mathematisch formulieren und sind in der Lage, die mathematischen Grundlagen weitergehender ingenieurtechnischer Fachdisziplinen zu verstehen.",,,,
Maschinenbau (B.Sc.),TH Mittelhessen,B0011,Mathematik 2,3,Die Studierenden können ihre mathematischen Fähigkeiten beurteilen ihren Lernfortschritt in Mathematik reflektieren und ihr Lernverhalten entsprechend anpassen,,,,
Maschinenbau (B.Sc.),TH Mittelhessen,B0012,Mathematik 3,1,Die Studierenden können die grundlegenden Prinzipien der Kombinatorik und der Wahrscheinlichkeitsrechnung auf technische Fragestellungen anwenden statistische Methoden in unterschiedlichsten Anwendungsbereichen einsetzen. problembezogen Wahrscheinlichkeitsverteilungen auswählen und ausgewählte statistische Testverfahren anwenden,,,,
Maschinenbau (B.Sc.),TH Mittelhessen,B0012,Mathematik 3,2,"Die Studierenden können statistische Methoden auf ingenieurtechnische Sachverhalte, insbesondere auf dem Gebiet des Qualitätsmanagements anwenden",,,,
Maschinenbau (B.Sc.),TH Mittelhessen,B0012,Mathematik 3,3,Die Studierenden können ihre statistischen Fähigkeiten beurteilen ihren Lernfortschritt in Wahrscheinlichkeitsrechnung und Statistik reflektieren und ihr Lernverhalten entsprechend anpassen,,,,
Maschinenbau (B.Sc.),TH Mittelhessen,B0020,Technische Mechanik 1,1,"Die Studierenden können die grundlegenden Begriffe der Mechanik definieren die Axiome der Mechanik anwenden ingeníeurtechnische Fragestellungen der statischen Mechanik beurteilen und beantworten erkennen, dass alle wesentlichen Gleichungen der Statik aus dem Gleichgewicht am Gesamtsystem oder Teilsystem folgen",,,,
Maschinenbau (B.Sc.),TH Mittelhessen,B0020,Technische Mechanik 1,2,Die Studierenden können komplexe Aufgabenstellungen der Statik strukturiert und systematisch lösen und dabei Wissen aus den Bereichen Mathematik und Physik anwenden. eigene Ergebnisse überprüfen und die Anwendungsgrenzen der verwendeten Modelle klar erkennen,,,,
Maschinenbau (B.Sc.),TH Mittelhessen,B0020,Technische Mechanik 1,3,Die Studierenden können durch das erworbene Basiswissen weiterführende Lehrveranstaltungen im Bachelorstudium besuchen Fachvokabular der technischen Mechanik in Diskussion anwenden in Gruppen Lösungskonzepte für die Umsetzung von Fragestellungen der Statik erarbeiten,,,,
Maschinenbau (B.Sc.),TH Mittelhessen,B0020,Technische Mechanik 1,4,Die Studierenden können durch das erworbene Basiswissen weiterführende Lehrveranstaltungen im Bachelorstudium besuchen ihre Fähigkeiten in technischer Mechanik beurteilen,,,,
Maschinenbau (B.Sc.),TH Mittelhessen,B0021,Technische Mechanik 2,1,"Spannungen und Verformungen bei Zug-, Druck, Torsions- und Biegebeanspruchung berechnen Knicklasten berechnen Die zur Formänderung erforderliche Arbeit sowie die Formänderungsenergie berechnen das Werkstoff-Elastizitätsgesetz anwenden",,,,
Maschinenbau (B.Sc.),TH Mittelhessen,B0021,Technische Mechanik 2,2,"Die Studierenden können allgemeine Spannungs- und Dehnungszustände beurteilen erkennen, dass alle wesentlichen Gleichungen der elastischen Verformung aus dem Gleichgewicht an einem infinitesimalen Element folgen Mechanik-Berechnungsmodelle aus praktischen Fragestellungen ableiten",,,,
Maschinenbau (B.Sc.),TH Mittelhessen,B0021,Technische Mechanik 2,3,Die Studierenden können das erweiterte Fachvokabular der technischen Mechanik in Diskussion anwenden in Gruppen Lösungskonzepte für die Umsetzung von Fragestellungen elastischer Verformungen erarbeiten,,,,
Maschinenbau (B.Sc.),TH Mittelhessen,B0021,Technische Mechanik 2,4,Die Studierenden können durch das erworbene Basiswissen weiterführende Lehrveranstaltungen im Bachelorstudium besuchen ihre Fähigkeiten in technischer Mechanik beurteilen mechanische Zusammenhänge erkennen und analytisch durchdenken,,,,
