studiengang,hochschule,modul_id,modulname,satz_nr,satz,typ,taxonomie,qualitaet,konfidenz
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1323,Quality Management (IBT),3,"Die Studierenden werden befähigt, eine Thematik aus dem Gebiet der Qualitätssicherung, der Zulassung bzw. der für die Herstellung von Kosmetika und Medizinprodukten maßgeblichen Regelwerke selbständig zu bearbeiten.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1323,Quality Management (IBT),4,"Sie werden befähigt, eine strukturierte Quellenrecherche zu betreiben.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1323,Quality Management (IBT),5,"Gemäß dem regulatorisch vorgegebenen Anspruch, ein Produkt nach dem Stand von Wissenschaft und Technik herzustellen und nach vorgegebenen Qualitätsstandards zu prüfen, erlernen sie den Stand der Wissenschaft und Technik an Hand von Originalarbeiten zu beschreiben. [Wissen, 6]",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1323,Quality Management (IBT),6,"Die Studierenden werden befähigt, Problemstellungen klar herauszuarbeiten, die geeignete Vorgehensweise zur Problembearbeitung auszuwählen und die Auswahl zu begründen, die Daten nach strukturierten, qualitätsgesicherten Prinzipien zu sammeln, zu verdichten und zu analysieren sowie zu diskutieren.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1323,Quality Management (IBT),7,"Sie erlernen die Erstellung einer Zusammenfassung und die Erarbeitung von Literaturverzeichnissen. [Systemische Fertigkeiten, 6]",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1323,Quality Management (IBT),8,"Die Thematik wird im Team bearbeitet und das erarbeitete Ergebnis präsentiert und diskutiert. [Team-/Führungsfähigkeit, 6]",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1323,Quality Management (IBT),9,"Die Studierenden im Bereich QM für Kosmetik und Medizinprodukte planen und organisieren eigene Arbeitsabläufe selbständig und eigenverantwortlich unter fachlichen und zeitökonomischen Gesichtspunkten. [Eigenständigkeit/Verantwortung, 6]",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1323,Quality Management (IBT),10,Die Studierenden sind in der Lage entsprechende Dokumentationsunterlagen zu beurteilen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1323,Quality Management (IBT),11,sind vertraut mit den theoretischen Grundlagen des Qualitätsmanagements und können die Verbindungen zwischen Qualitätsmanagement und GCP/GMP/GQP/GLP/GVP ziehen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1323,Quality Management (IBT),12,"haben einen Überblick über die Unterschiede der Qualitätsmanagementsysteme in den USA, der EU und können deren Auswirkungen auf eine Produktion in Deutschland einschätzen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1038,Praxisphase,1,Die Studierenden orientieren sich in den verschiedenen Berufsfeldern.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1038,Praxisphase,2,Die Studierenden können die im Studium erworbenen Fach- und Methodenkenntnisse in der Praxisinstitution anwenden und festigen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1038,Praxisphase,3,Die Studierenden verstehen den Aufbau und Ablauf der Praxisinstitution.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1038,Praxisphase,4,Die Studierenden können sich innerhalb kurzer Zeit in komplexe Aufgaben und Unternehmenskulturen einarbeiten.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1252,Internship,1,Die Studierenden orientieren sich in den verschiedenen Berufsfeldern.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1252,Internship,2,Die Studierenden können die im Studium erworbenen Fach- und Methodenkenntnisse in der Praxisinstitution anwenden und festigen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1252,Internship,3,Die Studierenden verstehen den Aufbau und Ablauf der Praxisinstitution.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1252,Internship,4,Die Studierenden können sich innerhalb kurzer Zeit in komplexe Aufgaben und Unternehmenskulturen einarbeiten.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1324,Abschlussmodul (Bachelor-Thesis),1,"Die Studierenden sind in der Lage, innerhalb einer vorgegebenen Frist ein bestimmtes, abgegrenztes Problem aus dem Kontext ihres Studiums nach wissenschaftlichen Prinzipien weitgehend selbstständig zu untersuchen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1324,Abschlussmodul (Bachelor-Thesis),2,Die Studierenden können die Ergebnisse logisch und übersichtlich geordnet in Form einer wissenschaftlichen Arbeit schriftlich dokumentieren (Bachelor Thesis) und mit geeigneten multimedialen Hilfsmitteln mündlich darstellen und vertreten (Kolloquium).,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1325,Thesis Module,1,"Die Studierenden sind in der Lage, innerhalb einer vorgegebenen Frist ein bestimmtes, abgegrenztes Problem aus dem Kontext ihres Studiums nach wissenschaftlichen Prinzipien weitgehend selbstständig zu untersuchen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1325,Thesis Module,2,Die Studierenden können die Ergebnisse logisch und übersichtlich geordnet in Form einer wissenschaftlichen Arbeit schriftlich dokumentieren (Bachelor Thesis) und mit geeigneten multimedialen Hilfsmitteln mündlich darstellen und vertreten (Kolloquium).,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1024,Grundlagen und Physiologie der Ernährung,1,Die Studierenden kennen,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1024,Grundlagen und Physiologie der Ernährung,2,die Bedeutung von Nährstoffen in Lebensmitteln für die menschliche Ernährung.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1024,Grundlagen und Physiologie der Ernährung,3,"die Zusammensetzung von Lebensmitteln und sind so in der Lage, die Bedeutung von Lebensmitteln als Nährstofflieferanten und die Bedeutung für die Entstehung ernährungsabhängiger Erkrankungen einzuschätzen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1241,Basic Principles and Physiology of Nutrition,1,Die Studierenden kennen,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1241,Basic Principles and Physiology of Nutrition,2,die Bedeutung von Nährstoffen in Lebensmitteln für die menschliche Ernährung.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1241,Basic Principles and Physiology of Nutrition,3,"die Zusammensetzung von Lebensmitteln und sind so in der Lage, die Bedeutung von Lebensmitteln als Nährstofflieferanten und die Bedeutung für die Entstehung ernährungsabhängiger Erkrankungen einzuschätzen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1042,Immunologie und spezifische Lebensmittelapplikationen,1,Die Studierenden kennen grundlegende Mechanismen der Immunologie sowie der mikrobiologischen Pathophysiologie und können diese in Bezug zu spezifischen Lebensmittelkomponenten und spezifischen Applikationsformen setzen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1042,Immunologie und spezifische Lebensmittelapplikationen,2,Die Studierenden können Strategien zu den wissenschaftlichen Auslobungen im Markt und Aspekte der Produktzulassung bewerten und erstellen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1042,Immunologie und spezifische Lebensmittelapplikationen,3,Die Studierenden kennen die unmittelbare Verknüpfung funktioneller Lebensmittelkomponenten mit der Biotechnologie und Molekularbiologie und können diese bewerten.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1254,Immunology and Specific Food Applications,1,Die Studierenden kennen grundlegende Mechanismen der Immunologie sowie der mikrobiologischen Pathophysiologie und können diese in Bezug zu spezifischen Lebensmittelkomponenten und spezifischen Applikationsformen setzen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1254,Immunology and Specific Food Applications,2,Die Studierenden können Strategien zu den wissenschaftlichen Auslobungen im Markt und Aspekte der Produktzulassung bewerten und erstellen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1254,Immunology and Specific Food Applications,3,Die Studierenden kennen die unmittelbare Verknüpfung funktioneller Lebensmittelkomponenten mit der Biotechnologie und Molekularbiologie und können diese bewerten.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1047,Trocknungstechnik,1,Die Studierenden verfügen über ein Grundverständnis von Trocknungsprozessen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1047,Trocknungstechnik,2,Die Studierenden sind mit apparativen Grundlösungen vertraut.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1047,Trocknungstechnik,3,Die Studierenden sind in der Lage einfache Trocknungsanlagen zu berechnen und auszulegen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1047,Trocknungstechnik,4,Die Studierenden verstehen prinzipielle Zusammenhänge der Betriebsparameter bei Trocknungsverfahren.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1255,Drying Technology,1,Die Studierenden verfügen über ein Grundverständnis von Trocknungsprozessen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1255,Drying Technology,2,Die Studierenden sind mit apparativen Grundlösungen vertraut.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1255,Drying Technology,3,Die Studierenden sind in der Lage einfache Trocknungsanlagen zu berechnen und auszulegen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1255,Drying Technology,4,Die Studierenden verstehen prinzipielle Zusammenhänge der Betriebsparameter bei Trocknungsverfahren.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1048,Anlagentechnik und Hygienic Design,1,Die Studierenden verstehen die grundsätzliche Vorgehensweise bei der Planung und Entwicklung von Anlagen für die Herstellung sensibler Produkte (z.B. für aseptische und nicht aseptische Produktion) und deren Komponenten.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1048,Anlagentechnik und Hygienic Design,2,Die Studierenden sind durch die Kenntnis hygienischer Voraussetzung zum Verstehen und Beurteilen der hygienegerechten Gestaltung von Komponenten und Anlagen zur Herstellung sensibler Produkte befähigt.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1256,Systems Engineering and Hygienic Design,1,Die Studierenden verstehen die grundsätzliche Vorgehensweise bei der Planung und Entwicklung von Anlagen für die Herstellung sensibler Produkte (z.B. für aseptische und nicht aseptische Produktion) und deren Komponenten.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1256,Systems Engineering and Hygienic Design,2,Die Studierenden sind durch die Kenntnis hygienischer Voraussetzung zum Verstehen und Beurteilen der hygienegerechten Gestaltung von Komponenten und Anlagen zur Herstellung sensibler Produkte befähigt.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1049,Industrieanlagen & Facility Management,1,"Die Studierenden verstehen die Grundlagen der Anlagenplanung und das nötige Zusammenspiel zwischen Verfahrenstechnik, Energietechnik, Versorgungstechnik, Produktionstechnik, Maschinenbau und Elektrotechnik und Infrastruktur.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1049,Industrieanlagen & Facility Management,2,Die Studierenden können Planungsvarianten und deren Bedeutung bei der Realisierung erfassen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1049,Industrieanlagen & Facility Management,3,"Die Studierenden sind in der Lage, Planungsvarianten unter dem Aspekt der Funktionalität zu prüfen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1049,Industrieanlagen & Facility Management,4,Die Studierenden vertiefen die Anwendung für die Praxis anhand von Beispielen und Übungsprojekten in weitgehend selbstständiger Arbeitsweise.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1049,Industrieanlagen & Facility Management,5,Die Studierenden können die Planung kritisch beurteilen und konstruktiv darauf einwirken.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1257,Industrial Plants and Facility Management,1,"Die Studierenden verstehen die Grundlagen der Anlagenplanung und das nötige Zusammenspiel zwischen Verfahrenstechnik, Energietechnik, Versorgungstechnik, Produktionstechnik, Maschinenbau und Elektrotechnik und Infrastruktur.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1257,Industrial Plants and Facility Management,2,Die Studierenden können Planungsvarianten und deren Bedeutung bei der Realisierung erfassen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1257,Industrial Plants and Facility Management,3,"Die Studierenden sind in der Lage, Planungsvarianten unter dem Aspekt der Funktionalität zu prüfen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1257,Industrial Plants and Facility Management,4,Die Studierenden vertiefen die Anwendung für die Praxis anhand von Beispielen und Übungsprojekten in weitgehend selbstständiger Arbeitsweise.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1257,Industrial Plants and Facility Management,5,Die Studierenden können die Planung kritisch beurteilen und konstruktiv darauf einwirken.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1377,Lebensmittelbiotechnologie,1,Die Studierenden kennen grundlegende Anwendungen der Biotechnologie in der Lebensmittelherstellung.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1377,Lebensmittelbiotechnologie,2,Die Studierenden verstehen das besondere Potential biotechnologischer Prozesse bei der Verarbeitung von Lebensmitteln.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1377,Lebensmittelbiotechnologie,3,"Die Studierenden sind in der Lage, biotechnologische Prozesse im Bereich der Lebensmittelherstellung zu planen und umzusetzen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1378,Food Biotechnology,1,Die Studierenden kennen grundlegende Anwendungen der Biotechnologie in der Lebensmittelherstellung.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1378,Food Biotechnology,2,Die Studierenden verstehen das besondere Potential biotechnologischer Prozesse bei der Verarbeitung von Lebensmitteln.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1378,Food Biotechnology,3,"Die Studierenden sind in der Lage, biotechnologische Prozesse im Bereich der Lebensmittelherstellung zu planen und umzusetzen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1051,Einführung in die Arzneiformenlehre und Pharmakologie,1,Die Studierenden kennen die grundlegenden Arzneiformen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1051,Einführung in die Arzneiformenlehre und Pharmakologie,2,Die Studierenden beherrschen die Herstellungsschritte für die grundlegenden Arzneiformen und deren Anwendung.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1051,Einführung in die Arzneiformenlehre und Pharmakologie,3,Die Studierenden verfügen über Kenntnisse der grundlegenden pharmazeutischen Arbeitsweisen und Prozesse.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1051,Einführung in die Arzneiformenlehre und Pharmakologie,4,Die Studierenden entwickeln ein grundlegendes Verständnis für die Prinzipien der Pharmakologie.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1051,Einführung in die Arzneiformenlehre und Pharmakologie,5,Die Studierenden erkennen den Zusammenhang zwischen Pharmakologie und Arzneiform.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1273,Fundamentals of Pharmaceutics and Pharmacology,1,Die Studierenden kennen die grundlegenden Arzneiformen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1273,Fundamentals of Pharmaceutics and Pharmacology,2,Die Studierenden beherrschen die Herstellungsschritte für die grundlegenden Arzneiformen und deren Anwendung.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1273,Fundamentals of Pharmaceutics and Pharmacology,3,Die Studierenden verfügen über Kenntnisse der grundlegenden pharmazeutischen Arbeitsweisen und Prozesse.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1273,Fundamentals of Pharmaceutics and Pharmacology,4,Die Studierenden entwickeln ein grundlegendes Verständnis für die Prinzipien der Pharmakologie.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1273,Fundamentals of Pharmaceutics and Pharmacology,5,Die Studierenden erkennen den Zusammenhang zwischen Pharmakologie und Arzneiform.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1052,Produktentwicklung,1,Die Studierenden sollen die theoretischen Grundlagen im Prozess der Produktentwicklung von Lebensmitteln sowie die wichtigsten Aspekte der Produktentwicklung kennen.,,,,
