studiengang,modul_id,modulname,satz_nr,satz,typ,taxonomie,konfidenz,split
Industrielle Biotechnologie (B.Sc.),LT1055,Lebensmitteltechnologie unter Betonung ernährungsphysi-,2,"Die Studierenden sind in der Lage, Produktentwicklungsvorhaben mit nährwertmodifizierenden Zielsetzungen zu planen und durchzuführen.",K,6,0.80,train
Industrielle Biotechnologie (B.Sc.),LT1055,Lebensmitteltechnologie unter Betonung ernährungsphysi-,3,Die Studierenden können ein Projekt im Team bearbeiten.,K,3,0.70,train
Industrielle Biotechnologie (B.Sc.),LT1261,Nutritional Aspects of Food Technology,1,Die Studierenden haben Kenntnisse zu Veränderungen von Nährstoffen bei der Verarbeitung von Lebensmitteln.,K,1,0.80,test
Industrielle Biotechnologie (B.Sc.),LT1261,Nutritional Aspects of Food Technology,2,"Die Studierenden sind in der Lage, Produktentwicklungsvorhaben mit nährwertmodifizierenden Zielsetzungen zu planen und durchzuführen.",K,6,0.80,train
Industrielle Biotechnologie (B.Sc.),LT1261,Nutritional Aspects of Food Technology,3,Die Studierenden können ein Projekt im Team bearbeiten.,K,3,0.70,train
Industrielle Biotechnologie (B.Sc.),LT1201,Lebensmittelverfahrenstechnik,1,Die Studierenden verstehen tiefergreifend ausgewählte Unit Operations mit Fokus auf Lebensmittelprozesse.,K,2,0.85,train
Industrielle Biotechnologie (B.Sc.),LT1201,Lebensmittelverfahrenstechnik,2,Sie können die Gleichungen für die Unit Operations teilweise herleiten und diese auf Grund des tiefreichenden Verständnisses weitergehend und frei anwenden.,K,3,0.80,train
Industrielle Biotechnologie (B.Sc.),LT1201,Lebensmittelverfahrenstechnik,3,Die Studierenden können kleinere Projekte zur Berechnung und Auslegung von Apparaten/Verfahren zur Lebensmittelverfahrenstechnik selbstständig durchführen. − Versuche können frei geplant und selbstständig durchgeführt werden. − Modellrechnungen können in eingeschränktem Rahmen entwickelt werden.,K,6,0.70,train
Industrielle Biotechnologie (B.Sc.),LT1201,Lebensmittelverfahrenstechnik,4,"Versuchsergebnisse und Modellvorstellungen werden genutzt, um Auslegungs- bzw. Scale-upRechnungen durchzuführen.",K,3,0.70,train
Industrielle Biotechnologie (B.Sc.),LT1201,Lebensmittelverfahrenstechnik,5,Die Studierenden beherrschen die Grundlagen der verfahrenstechnischen Zusammenhänge zur Führung von einfachen Prozessen zur Herstellung von Lebensmitteln.,K,3,0.70,test
Industrielle Biotechnologie (B.Sc.),LT1268,Food Process Engineering,1,Die Studierenden verstehen tiefergreifend ausgewählte Unit Operations mit Fokus auf Lebensmittelprozesse.,K,2,0.85,train
Industrielle Biotechnologie (B.Sc.),LT1268,Food Process Engineering,2,Sie können die Gleichungen für die Unit Operations teilweise herleiten und diese auf Grund des tiefreichenden Verständnisses weitergehend und frei anwenden.,K,3,0.80,train
Industrielle Biotechnologie (B.Sc.),LT1268,Food Process Engineering,3,Die Studierenden können kleinere Projekte zur Berechnung und Auslegung von Apparaten/Verfahren zur Lebensmittelverfahrenstechnik selbstständig durchführen. − Versuche können frei geplant und selbstständig durchgeführt werden. − Modellrechnungen können in eingeschränktem Rahmen entwickelt werden.,K,6,0.70,test
Industrielle Biotechnologie (B.Sc.),LT1268,Food Process Engineering,4,"Versuchsergebnisse und Modellvorstellungen werden genutzt, um Auslegungs- bzw. Scale-upRechnungen durchzuführen.",K,3,0.70,train
Industrielle Biotechnologie (B.Sc.),LT1268,Food Process Engineering,5,Die Studierenden beherrschen die Grundlagen der verfahrenstechnischen Zusammenhänge zur Führung von einfachen Prozessen zur Herstellung von Lebensmitteln.,K,3,0.70,test
Industrielle Biotechnologie (B.Sc.),LT1045,Lebensmittelanalytik,1,Die Studierenden erwerben einen Überblick über wichtige physikalisch-chemische und biochemische Analysenverfahren.,K,1,0.75,test
Industrielle Biotechnologie (B.Sc.),LT1045,Lebensmittelanalytik,2,Die Studierenden erreichen ein Verständnis für Möglichkeiten und Grenzen der modernen Lebensmittelanalytik.,K,2,0.80,test
Industrielle Biotechnologie (B.Sc.),LT1045,Lebensmittelanalytik,3,"Die Studierenden sind in der Lage, sich weitgehend selbstständig in eine Aufgabenstellung hineinzudenken und diese in Teamarbeit erfolgreich zu bearbeiten.",K,3,0.75,train
Industrielle Biotechnologie (B.Sc.),LT1045,Lebensmittelanalytik,4,"Die Studierenden können die erzielten Ergebnisse kritisch beurteilen sowie schriftlich und mündlich darstellen, wobei die Prinzipien des wissenschaftlichen Arbeitens berücksichtigt werden.",K,5,0.85,train
Industrielle Biotechnologie (B.Sc.),LT1264,Food Analysis,1,Die Studierenden erwerben einen Überblick über wichtige physikalisch-chemische und biochemische Analysenverfahren.,K,1,0.75,train
Industrielle Biotechnologie (B.Sc.),LT1264,Food Analysis,2,Die Studierenden erreichen ein Verständnis für Möglichkeiten und Grenzen der modernen Lebensmittelanalytik.,K,2,0.80,train
Industrielle Biotechnologie (B.Sc.),LT1264,Food Analysis,3,"Die Studierenden sind in der Lage, sich weitgehend selbstständig in eine Aufgabenstellung hineinzudenken und diese in Teamarbeit erfolgreich zu bearbeiten.",K,3,0.75,train
Industrielle Biotechnologie (B.Sc.),LT1264,Food Analysis,4,"Die Studierenden können die erzielten Ergebnisse kritisch beurteilen sowie schriftlich und mündlich darstellen, wobei die Prinzipien des wissenschaftlichen Arbeitens berücksichtigt werden.",K,5,0.85,train
Industrielle Biotechnologie (B.Sc.),LT1033,Ausgewählte Kapitel der Lebensmitteltechnologie,1,"Die Studierenden lernen aktuelle Themen der Lebensmitteltechnologie kennen und sind in der Lage, Querbezüge zwischen neuen Techniken, aktuellen Themen der Grundstoffnutzung und zukünftigen Anforderungen der Technologieentwicklung zu ziehen.",K,4,0.75,train
Industrielle Biotechnologie (B.Sc.),LT1033,Ausgewählte Kapitel der Lebensmitteltechnologie,2,Die Studierenden sind auf die gegenwärtigen und zukünftigen Anforderungen an Lebensmitteltechnolog*innen vorbereitet.,S,,0.70,train
Industrielle Biotechnologie (B.Sc.),LT1250,Selected Topics of Food Technology,1,"Die Studierenden lernen aktuelle Themen der Lebensmitteltechnologie kennen und sind in der Lage, Querbezüge zwischen neuen Techniken, aktuellen Themen der Grundstoffnutzung und zukünftigen Anforderungen der Technologieentwicklung zu ziehen.",K,4,0.70,test
Industrielle Biotechnologie (B.Sc.),LT1250,Selected Topics of Food Technology,2,Die Studierenden sind auf die gegenwärtigen und zukünftigen Anforderungen an Lebensmitteltechnolog*innen vorbereitet.,S,,0.60,train
Industrielle Biotechnologie (B.Sc.),LT1397,Auslandsmodul I,1,"Die Studierenden sind nach Abschluss des Moduls in der Lage, im Rahmen des Auslandsstudiums erworbene Kenntnisse im Bereich der Lebensmitteltechnologie (LT, WIng (LT)), der Biotechnologie (IBT, WIng (IBT)) oder der Betriebswirtschaft (WIng (LT), WIng (IBT)) anzuwenden und auf bereits erworbene Lerninhalte zu übertragen.",K,3,0.80,train
Industrielle Biotechnologie (B.Sc.),LT1397,Auslandsmodul I,2,"Die Studierenden entwickeln und validieren Fach-, Methoden-, Selbst- und Sozialkompetenz in einem internationalen bzw. fremdkulturellen Studienkontext.",K,6,0.50,test
Industrielle Biotechnologie (B.Sc.),LT1398,Auslandsmodul II,1,"Die Studierenden sind nach Abschluss des Moduls in der Lage, im Rahmen des Auslandsstudiums erworbene Kenntnisse im Bereich der Lebensmitteltechnologie (LT, WIng (LT)), der Biotechnologie (IBT, WIng (IBT)) oder der Betriebswirtschaft (WIng (LT), WIng (IBT)) anzuwenden und auf bereits erworbene Lerninhalte zu übertragen.",K,3,0.80,test
Industrielle Biotechnologie (B.Sc.),LT1398,Auslandsmodul II,2,"Die Studierenden entwickeln und validieren Fach-, Methoden-, Selbst- und Sozialkompetenz in einem internationalen bzw. fremdkulturellen Studienkontext.",K,6,0.50,train
Lebensmitteltechnologie (B.Sc.),LT1186,Mathematik I,1,Die Studierenden werden in das mathematische Denken eingeführt.,S,,0.60,test
Lebensmitteltechnologie (B.Sc.),LT1186,Mathematik I,2,"Die Studierenden kennen die mathematischen Grundlagen, die für das weitere Studium notwendig sind.",K,1,0.90,test
Lebensmitteltechnologie (B.Sc.),LT1224,Mathematics I,1,Die Studierenden werden in das mathematische Denken eingeführt.,S,,0.60,train
Lebensmitteltechnologie (B.Sc.),LT1224,Mathematics I,2,"Die Studierenden kennen die mathematischen Grundlagen, die für das weitere Studium notwendig sind.",K,1,0.90,train
Lebensmitteltechnologie (B.Sc.),LT1187,Allgemeine Chemie,1,Die Studierenden erreichen ein Grundwissen der allgemeinen und anorganischen Chemie.,K,1,0.80,test
Lebensmitteltechnologie (B.Sc.),LT1187,Allgemeine Chemie,2,Die Studierenden können grundlegende chemische Reaktionen formulieren bzw. nachvollziehen.,K,2,0.80,train
Lebensmitteltechnologie (B.Sc.),LT1187,Allgemeine Chemie,3,Die Studierenden sind aufgrund der Kenntnisse des stöchiometrischen Rechnens für die praktische Laborarbeit gut vorbereitet.,S,,0.60,train
Lebensmitteltechnologie (B.Sc.),LT1187,Allgemeine Chemie,4,Die Studierenden beherrschen durch die Beschäftigung mit der Chemie strukturiertes Arbeiten und logisches Denken.,K,3,0.60,train
Lebensmitteltechnologie (B.Sc.),LT1225,General Chemistry,1,Die Studierenden erreichen ein Grundwissen der allgemeinen und anorganischen Chemie.,K,1,0.80,train
Lebensmitteltechnologie (B.Sc.),LT1225,General Chemistry,2,Die Studierenden können grundlegende chemische Reaktionen formulieren bzw. nachvollziehen.,K,2,0.80,train
Lebensmitteltechnologie (B.Sc.),LT1225,General Chemistry,3,Die Studierenden sind aufgrund der Kenntnisse des stöchiometrischen Rechnens für die praktische Laborarbeit gut vorbereitet.,S,,0.60,test
Lebensmitteltechnologie (B.Sc.),LT1225,General Chemistry,4,Die Studierenden beherrschen durch die Beschäftigung mit der Chemie strukturiertes Arbeiten und logisches Denken.,K,3,0.60,train
Lebensmitteltechnologie (B.Sc.),LT1188,Physik,1,Die Studierenden kennen die grundlegenden Begriffe und Konzepte der klassischen Mechanik.,K,1,0.90,train
Lebensmitteltechnologie (B.Sc.),LT1188,Physik,2,Die Studierenden kennen die grundlegenden Begriffe und Konzepte der geometrischen Optik.,K,1,0.90,test
Lebensmitteltechnologie (B.Sc.),LT1188,Physik,3,"Die Studierenden sind in der Lage, Aufgaben aus diesen Bereichen selbstständig zu lösen.",K,3,0.90,train
Lebensmitteltechnologie (B.Sc.),LT1226,Physics,1,Die Studierenden kennen die grundlegenden Begriffe und Konzepte der klassischen Mechanik.,K,1,0.90,train
Lebensmitteltechnologie (B.Sc.),LT1226,Physics,2,Die Studierenden kennen die grundlegenden Begriffe und Konzepte der geometrischen Optik.,K,1,0.90,train
Lebensmitteltechnologie (B.Sc.),LT1226,Physics,3,"Die Studierenden sind in der Lage, Aufgaben aus diesen Bereichen selbstständig zu lösen.",K,3,0.90,train
Lebensmitteltechnologie (B.Sc.),LT1189,Grundlagen Ingenieurwesen,1,Die Studierenden erlangen ein Verständnis für die Bio- und Lebensmitteltechnologie als interdisziplinäre Fächer an der Schnittstelle von Natur- und Ingenieurwissenschaften.,K,2,0.80,test
Lebensmitteltechnologie (B.Sc.),LT1189,Grundlagen Ingenieurwesen,2,Die Studierenden erkennen die ingenieurwissenschaftlichen Zusammenhänge bei der Produktion von biotechnologischen Produkten und Lebensmitteln.,K,4,0.60,train
Lebensmitteltechnologie (B.Sc.),LT1189,Grundlagen Ingenieurwesen,3,"Die Studierenden sind in der Lage, technische Problemstellungen in der industriellen Herstellung von biotechnologischen Produkten und von Lebensmitteln zu erfassen, zu skizzieren und zu lösen.",K,3,0.85,train
Lebensmitteltechnologie (B.Sc.),LT1189,Grundlagen Ingenieurwesen,4,Die Studierenden können grundlegende Berechnungen durchführen und diese an Beispielen praktisch anwenden.,K,3,0.90,train
Lebensmitteltechnologie (B.Sc.),LT1189,Grundlagen Ingenieurwesen,5,"Die Studierenden sind in der Lage, technische Zeichnungen zu lesen.",K,3,0.80,train
Lebensmitteltechnologie (B.Sc.),LT1227,Basic Principles of Engineering,1,Die Studierenden erlangen ein Verständnis für die Bio- und Lebensmitteltechnologie als interdisziplinäre Fächer an der Schnittstelle von Natur- und Ingenieurwissenschaften.,K,2,0.85,train
Lebensmitteltechnologie (B.Sc.),LT1227,Basic Principles of Engineering,2,Die Studierenden erkennen die ingenieurwissenschaftlichen Zusammenhänge bei der Produktion von biotechnologischen Produkten und Lebensmitteln.,K,4,0.60,train
Lebensmitteltechnologie (B.Sc.),LT1227,Basic Principles of Engineering,3,"Die Studierenden sind in der Lage, technische Problemstellungen in der industriellen Herstellung von biotechnologischen Produkten und von Lebensmitteln zu erfassen, zu skizzieren und zu lösen.",K,3,0.85,test
Lebensmitteltechnologie (B.Sc.),LT1227,Basic Principles of Engineering,4,Die Studierenden können grundlegende Berechnungen durchführen und diese an Beispielen praktisch anwenden.,K,3,0.90,train
Lebensmitteltechnologie (B.Sc.),LT1227,Basic Principles of Engineering,5,"Die Studierenden sind in der Lage, technische Zeichnungen zu lesen.",K,3,0.80,train
Lebensmitteltechnologie (B.Sc.),LT1123,Grundlagen des wissenschaftlichen Arbeitens,1,Die Studierenden können ihre eigenen fachlichen und sozialen Ressourcen einschätzen.,K,5,0.85,train
Lebensmitteltechnologie (B.Sc.),LT1123,Grundlagen des wissenschaftlichen Arbeitens,2,Die Studierenden kennen die Methoden des wissenschaftlichen Arbeitens und können diese anwenden.,K,3,0.85,train
Lebensmitteltechnologie (B.Sc.),LT1123,Grundlagen des wissenschaftlichen Arbeitens,3,"Die Studierenden kennen die fachrelevanten Literaturdatenbanken und sind in der Lage, Literaturrecherchen selbständig zu bewältigen und zu präsentieren.",K,3,0.80,train
Lebensmitteltechnologie (B.Sc.),LT1123,Grundlagen des wissenschaftlichen Arbeitens,4,Die Studierenden verfügen über Handlungs- und Problemlösungskompetenz.,S,,0.60,train
Lebensmitteltechnologie (B.Sc.),LT1123,Grundlagen des wissenschaftlichen Arbeitens,5,Die Studierenden können Fachtexte in englischer Sprache verstehen und präsentieren.,K,2,0.75,test
Lebensmitteltechnologie (B.Sc.),LT1123,Grundlagen des wissenschaftlichen Arbeitens,6,Die Studierenden erwerben Kenntnisse über die Grundlagen des sicheren Arbeitens insbesondere in Laboratorien.,K,1,0.75,train
Lebensmitteltechnologie (B.Sc.),LT1228,Principles of Scientific Research,1,Die Studierenden können ihre eigenen fachlichen und sozialen Ressourcen einschätzen.,K,5,0.85,train
Lebensmitteltechnologie (B.Sc.),LT1228,Principles of Scientific Research,2,Die Studierenden kennen die Methoden des wissenschaftlichen Arbeitens und können diese anwenden.,K,3,0.85,train
Lebensmitteltechnologie (B.Sc.),LT1228,Principles of Scientific Research,3,"Die Studierenden kennen die fachrelevanten Literaturdatenbanken und sind in der Lage, Literaturrecherchen selbständig zu bewältigen und zu präsentieren.",K,3,0.80,train
Lebensmitteltechnologie (B.Sc.),LT1228,Principles of Scientific Research,4,Die Studierenden verfügen über Handlungs- und Problemlösungskompetenz.,S,,0.60,train
Lebensmitteltechnologie (B.Sc.),LT1228,Principles of Scientific Research,5,Die Studierenden können Fachtexte in englischer Sprache verstehen und präsentieren.,K,2,0.75,train
Lebensmitteltechnologie (B.Sc.),LT1228,Principles of Scientific Research,6,Die Studierenden erwerben Kenntnisse über die Grundlagen des sicheren Arbeitens insbesondere in Laboratorien.,K,1,0.75,train
Lebensmitteltechnologie (B.Sc.),LT1190,Grundlagen des Managements,1,Die Studierenden beherrschen zentrale Grundlagen des Managementhandelns in Unternehmen und kennen das unternehmerische Zielsystem.,K,1,0.75,train
Lebensmitteltechnologie (B.Sc.),LT1190,Grundlagen des Managements,2,Die Studierenden verstehen verschiedene Aufgaben des operativen und strategischen Managements und können diese zueinander in Beziehung setzen.,K,4,0.75,test
Lebensmitteltechnologie (B.Sc.),LT1190,Grundlagen des Managements,3,Die Studierenden können wichtige Instrumente zur Bewältigung von Management-Entscheidungen anwenden.,K,3,0.90,train
Lebensmitteltechnologie (B.Sc.),LT1190,Grundlagen des Managements,4,Die Studierenden analysieren den Einfluss des Umfelds auf die Entwicklungen in Unternehmen und können in diesem Zusammenhang die Bedeutung volkswirtschaftlicher Aspekte einordnen.,K,4,0.80,train
Lebensmitteltechnologie (B.Sc.),LT1190,Grundlagen des Managements,5,Die Studierenden können verschiedene Instrumente des Rechnungswesens zielgerichtet zur Abbildung finanzieller Ströme in Unternehmen nutzen.,K,3,0.90,train
Lebensmitteltechnologie (B.Sc.),LT1190,Grundlagen des Managements,6,Die Studierenden lernen unternehmerische Handlungsweisen kennen und können betriebswirtschaftliche Entscheidungssituationen analysieren und zielgerichtet gestalten.,K,6,0.70,test
